0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
48.96194770167119,54.81267994115108,26.46403061074147,14.774472444618073,24.68984625488786,33.15488368161231,61.14954828686871,76.42193028182079,5.507738077022463,35.04773031546898,40.749441551910486,28.41834503828972,15.712286945593966,30.93748148852125,52.51420555936662,28.28841827013714,43.442922237421996,45.518966914720124,27.115264667419922,67.11532407894137,49.27977041161758,21.589821568719536,33.16482205002302,24.61116894331833,19.95172262366157,12.5907465161627,51.68083278414309,46.37773971172151,13.090549744152305,26.28131392139846,49.85916927000557,24.255979428250775,18.280836927217187,47.17115495508388,70.6585124154361,17.92005554946682,45.24809348256626,53.53217112299628,25.830514094673443,59.327881391057055,29.224211224935686,66.45640909083343,53.80764665522778,36.015499664883045,9.985498237731335,49.09867091698065,24.21531668976739,15.545392101813107,8.110044846902342,40.59639083626161
41.643493884905155,10.899672040231026,30.29427784053632,23.160849451897292,47.99971867535824,25.466605701022377,40.13592847940772,31.316285608108213,92.8661429214484,20.87211918635073,36.97375669227672,12.712753977572342,54.57649052710329,74.22170246126478,32.041867185592785,54.018554743193974,65.65411854522287,38.37893989167545,51.02204766174859,18.85423499223397,12.164115208860759,64.67876375402045,68.62463425946713,41.607762207586916,22.58251443220883,33.363077506973234,48.540142830272075,71.74071754114561,51.852690779261394,59.385423053427985,51.94163839444715,9.24163548472647,16.40453477417253,51.54206106174977,34.33564160578435,10.773380675704606,12.649927043772287,63.087842580233726,6.558974373012087,20.575476540751875,52.26648196621411,57.658858887593524,50.53136088310469,21.307670980515145,49.972959162229564,30.247702015946647,35.95883216217675,75.83454103705044,38.48860702819191,74.79953049428308
67.05219761738351,36.114886462911045,9.828151897413845,37.516294246417836,26.662295451893403,29.431565472087662,55.60433674440112,40.73353385503249,54.2439746157271,38.86754929544998,47.46305173316701,50.116138918124015,51.555629641470446,41.37147729825967,18.732747984027625,70.41444027068677,24.555430144225085,11.070753891889376,48.99715165282478,17.85894250017839,69.21493815500882,62.37085883480305,80.68519844811294,32.54462814044179,7.018126235723982,88.85133804894261,33.5846688863034,74.8614908295716,92.20251808982576,70.46825655954954,20.383612782398917,43.3152831283343,70.48163091751465,25.712271457402796,14.385786240148315,53.92132300840164,76.34911180240569,55.69736300245837,58.05302090154673,16.764418315096513,37.63135122162302,64.9990070959246,14.112647424870525,49.39698986352343,45.973370897737844,60.18107395934847,64.09305853538267,68.71173769776651,28.421401823040206,33.16806961650771
46.00375705176892,76.54486949633176,49.63008269960364,64.40911023181864,50.34297639986913,31.701191867952602,50.30500279102119,58.984355053483995,62.93357311750853,66.97633467149029,76.31278461760292,31.178124776096592,27.41594269406271,12.419680363270869,36.65624082627799,12.628985173803114,41.09204264449432,41.211659823636545,26.161652829996044,61.50980611381432,7.349744788397122,10.597075662544896,63.272962613785054,34.17665423714783,10.911823004261331,53.35730374922994,76.60792937255347,23.026155251269323,56.04049787363639,16.996117094487126,12.506679569575677,33.321008347773905,46.23030001894618,54.12114485073224,53.65285558997038,84.9352934973539,54.61398142988644,37.61220925461304,59.1701316105568,19.133724705757754,49.132191239072505,15.68678846061911,6.906309983721938,92.81350210477272,79.69331018490215,55.16243528032493,37.24043204571416,17.904778524850858,12.69897881162036,21.711549439917476
53.57215063672364,37.32892775040821,46.28426533371496,24.6036099622676,73.74723378972523,73.34877737540515,40.317586084496604,43.81293081078311,41.49500968843334,23.450262140507476,25.739687774703878,56.794851290029506,6.44322616669462,12.026520402709929,10.593638295679336,9.695228283742937,83.28761318218652,49.9516323563998,41.62925511318734,15.347425735212187,27.477871586267508,43.76139619806158,15.07189128708797,48.0919632051064,26.34195272435932,46.27695885732944,36.44518908295553,14.055359737092516,32.83432907411237,52.908864047825745,29.495201377283625,76.19685379400741,41.912597871927154,23.406898917079847,9.852731971623918,40.37487217682274,6.419361395366585,46.163873895586754,74.03319870967772,32.92649433800313,39.89192716123153,49.33620551616514,39.05698246868063,42.57850922146107,66.34842603054604,34.89635772377703,55.74447227987341,54.06231327851843,25.712378481336007,15.80490681547698
13.094518148944085,7.395711320392352,15.206886011714975,50.34154499162894,8.411745874707607,22.376065642560196,73.82007681504467,10.031906421054774,42.77965911445443,21.60870179130867,12.701512333709134,60.77860521154782,33.95883687157224,49.11764003631552,68.5375592304263,48.50494058080975,29.239649933619596,16.077530355551414,42.63376872243481,51.35241393151837,85.37747599481222,43.73467479805539,39.79046939966121,55.801530689988084,33.92244508225541,56.49457968587774,56.41819122658561,46.089932394535076,39.29353223671429,42.28536535641906,11.64471694422835,46.82514411766148,32.768714716737875,66.78945107984997,27.578808967013536,85.7352752088035,40.91806164418611,7.3634834548457135,57.6087846460506,12.566101112625475,30.802603544695973,60.5535748666748,77.59748471639526,43.41651012075654,51.889088280007925,36.161735640001574,23.552137490849894,38.559704948635975,62.19061403255667,44.30121101436652
75.89914409120344,60.289775704588216,17.248523788145732,49.04410056270722,10.8175760157763,30.39678527111706,31.550575572587654,69.29135240200345,33.96193244975352,12.916010552227144,13.028110237359606,72.05400095421014,65.12770818829794,14.57113524910562,10.292975542812602,46.49470390546791,8.426505910285973,80.36935191246964,41.11189105286205,13.653728560094017,11.234233067799357,76.77449883188812,36.07063097119433,39.666783400219735,50.158147301579895,48.149875362991644,56.12809798151908,73.91456004515632,41.09756006395012,13.989396761129445,63.97523769108276,50.16454334919835,28.314682837414477,87.65316452263232,14.193219589678257,37.577286918990126,8.370624868966798,27.3150582299412,8.786367675320095,17.983097053975776,11.14057019516763,54.85098948694247,48.035630226304264,43.41770307254544,62.24102684488651,29.647445341280775,30.69707816522285,57.18615418868169,23.592893356842072,71.35967776468036
9.22830303503423,94.21620567651793,12.027855148414126,54.7955607300234,29.64295745723817,62.713589394359595,13.272396883193009,31.462280186199074,72.75125312922091,45.5729415731969,44.46092740600681,64.29950400156478,28.16773693690007,35.73770200461738,54.08218785896363,68.12278564588277,11.894941968625451,25.315151643589516,59.538776443702425,81.9721526561526,45.893299229337345,55.76562597729446,22.239836225134223,21.41317501193207,35.20353361762203,22.814993462380066,59.943898276704594,9.66075141522305,95.26473857668576,71.4030182089699,43.15931430645762,44.90684201873604,35.452509879932315,72.09654378281192,64.6981987272526,20.432499169435598,77.83071550614144,77.69243143670889,59.66039553491252,56.087838676055995,39.81592651555636,47.34811366608421,91.31787507395752,45.70658527655923,11.998448710606672,11.910575384956257,25.90282834322998,65.03037146261967,94.67765573652595,12.168262177983188
53.86912962970018,28.723421901401885,93.61446194167299,84.5492363343657,83.06838077999532,38.46400645718073,44.06873551661678,31.9168252465012,9.941924860236547,80.31226343572789,43.11934304668931,79.79321379078682,61.31428945897008,33.610761376295834,42.652121653750974,80.59824153391536,57.928331824819125,27.821634267576027,26.92633401530203,14.221147574640675,73.79135266447138,57.800709017398994,20.162309756239935,57.27451264668942,61.88981355887998,34.12270375609786,12.465333289241558,36.08020869747855,53.136702418902104,40.59987875550681,53.25532071559755,66.27662300469778,57.85365105708311,54.399178056671545,88.80699666695378,31.278067439901832,19.49329784619372,8.825464134549739,57.68729276097602,53.56760058323535,68.73320223314299,28.93465760317381,19.692759530352753,8.01677638371104,29.53073868432948,54.814285451223526,28.0595188673382,27.413576487975668,61.888813859519395,26.60915568767966
36.464534290489944,49.67045813454851,23.806019926722055,33.58363235244927,87.07489628740699,68.1453673060719,16.08353147912534,78.43355381854415,33.06978586899041,32.41029991176836,45.83959418140371,53.491677167880034,38.51257117208936,37.19493416674177,65.15443170659833,23.19455953243135,13.575001037781163,12.603485199928919,21.429081706489573,14.577599710252905,21.850337044546464,55.82299262844265,21.197372651882283,31.093354320405872,55.81761811922527,30.975952173933635,42.76595665838533,15.13230129418353,24.29667722175208,9.233625096619095,13.331015750671893,34.53129677008831,24.42417275451555,17.333604454867462,20.80412404599818,30.210246549164555,19.945341434470134,37.61249021405537,46.901376278708305,41.61844902481264,12.29145848315098,50.16957652793956,40.69868813969625,13.339641457034437,70.58482211957747,73.37803110583572,8.457394702639926,32.779516979160306,52.24277704479607,43.68024644413972
